SK_ID_CURR,name,birthdate,city,zipcode,street_address,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
100030,Steven Sanders,1916-02-13,West Andrewburgh,99024,0009 Coleman Cove,0,Cash loans,F,N,Y,0,90000.0,225000.0,11074.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-19334,-3494,-2419.0,-2893,,1,1,0,1,1,0,Cleaning staff,2.0,2,2,SATURDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.5619484093041138,0.6514056365297631,0.4614823912998385,0.0722,0.0147,0.9781,0.7008,0.001,0.0,0.1379,0.1667,0.0417,0.0498,0.0588,0.067,0.0,0.0,0.0735,0.0153,0.9782,0.7125,0.001,0.0,0.1379,0.1667,0.0417,0.0509,0.0643,0.0698,0.0,0.0,0.0729,0.0147,0.9781,0.7048,0.001,0.0,0.1379,0.1667,0.0417,0.0506,0.0599,0.0682,0.0,0.0,reg oper account,block of flats,0.0533,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100031,Jennifer Smith,1949-01-21,Petersonview,58988,05978 Brian Mills Apt. 868,1,Cash loans,F,N,Y,0,112500.0,979992.0,27076.5,702000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.018029,-18724,-2628,-6573.0,-1827,,1,1,0,1,0,0,Cooking staff,1.0,3,2,MONDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.5484771599678789,0.190705947811054,0.0165,0.0089,0.9732,,,0.0,0.069,0.0417,,0.0265,,0.0094,,0.0,0.0168,0.0092,0.9732,,,0.0,0.069,0.0417,,0.0271,,0.0083,,0.0,0.0167,0.0089,0.9732,,,0.0,0.069,0.0417,,0.027000000000000003,,0.0096,,0.0,,block of flats,0.0085,Wooden,Yes,10.0,1.0,10.0,0.0,-161.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
100032,Shannon Hayden,1911-01-14,Mitchellbury,08203,4235 Lewis Courts Apt. 953,0,Cash loans,M,N,Y,1,112500.0,327024.0,23827.5,270000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.019101,-15948,-1234,-5782.0,-3153,,1,1,0,1,0,0,Laborers,3.0,2,2,SATURDAY,10,0,0,0,0,1,1,Industry: type 11,,0.5411237022695412,0.6594055320683344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100033,Charlene Moreno,1944-08-13,New Gregoryside,07877,98909 Bell Run,0,Cash loans,M,Y,Y,0,270000.0,790830.0,57676.5,675000.0,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.04622,-9994,-1796,-4668.0,-2661,1.0,1,1,0,1,0,1,,1.0,1,1,WEDNESDAY,11,0,1,1,0,0,0,Military,0.6003959050009468,0.6850109901296888,0.524496446363472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-849.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
100034,Evelyn Hernandez,1958-01-01,Port Nancyville,15480,0906 Logan Via Apt. 332,0,Revolving loans,M,N,Y,0,90000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Higher education,Single / not married,With parents,0.030755,-10341,-1010,-4799.0,-3015,,1,1,0,1,0,0,Laborers,1.0,2,2,TUESDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.2979135090150507,0.5027790378786304,,0.1505,0.0838,0.9831,0.7688,0.0188,0.16,0.1379,0.3333,0.375,0.0872,0.121,0.1412,0.0077,0.0061,0.1534,0.087,0.9831,0.7779,0.019,0.1611,0.1379,0.3333,0.375,0.0892,0.1322,0.1471,0.0078,0.0065,0.152,0.0838,0.9831,0.7719,0.0189,0.16,0.1379,0.3333,0.375,0.0887,0.1231,0.1437,0.0078,0.0063,reg oper account,block of flats,0.1227,Panel,No,0.0,0.0,0.0,0.0,-599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100035,Amanda Prince,1911-10-11,Josephport,29410,450 Kelly Valley Apt. 385,0,Cash loans,F,N,Y,0,292500.0,665892.0,24592.5,477000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-15280,-2668,-5266.0,-3787,,1,1,0,1,0,1,,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.479987342189869,0.4101025731788671,0.0124,,0.9697,,,0.0,0.069,0.0417,,,,0.0149,,0.0,0.0126,,0.9697,,,0.0,0.069,0.0417,,,,0.0155,,0.0,0.0125,,0.9697,,,0.0,0.069,0.0417,,,,0.0152,,0.0,,block of flats,0.0117,Others,No,0.0,0.0,0.0,0.0,-1634.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,5.0
100036,Diana Young,1909-12-17,Port Kathleen,36548,0403 Zimmerman Track,0,Cash loans,F,N,Y,0,112500.0,512064.0,25033.5,360000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.008575,-11144,-1104,-7846.0,-2904,,1,1,0,1,0,0,Private service staff,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,Services,0.2744223724911185,0.6273004007953609,,0.3670000000000001,0.3751,0.9901,,,0.28,0.4828,0.375,,0.1569,,0.2574,,,0.3739,0.3893,0.9901,,,0.282,0.4828,0.375,,0.1604,,0.2682,,,0.3706,0.3751,0.9901,,,0.28,0.4828,0.375,,0.1596,,0.262,,,,block of flats,0.3388,Block,No,2.0,0.0,2.0,0.0,-397.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,5.0
100037,Monique Murray,1942-07-24,New Henryberg,63203,87886 Jordan Ridge Apt. 873,0,Cash loans,F,N,N,0,90000.0,199008.0,20893.5,180000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010032,-12974,-4404,-7123.0,-4464,,1,1,1,1,0,0,Laborers,2.0,2,2,SATURDAY,11,0,0,0,0,0,0,Business Entity Type 2,,0.5594667916353414,0.7981372313187245,0.0928,,0.9801,,,0.0,0.2069,0.1667,,,,0.0602,,0.0436,0.0945,,0.9801,,,0.0,0.2069,0.1667,,,,0.0627,,0.0461,0.0937,,0.9801,,,0.0,0.2069,0.1667,,,,0.0613,,0.0445,,block of flats,0.0684,Panel,No,0.0,0.0,0.0,0.0,-2766.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100039,Nicole Huber DDS,2010-04-13,Fryfurt,73865,8872 Jordan Center Apt. 348,0,Cash loans,M,Y,N,1,360000.0,733315.5,39069.0,679500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.015221,-11694,-2060,-3557.0,-3557,3.0,1,1,0,1,0,0,Drivers,3.0,2,2,THURSDAY,10,0,0,0,1,1,0,Self-employed,,0.32174489566177183,0.41184855592423975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-697.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
100040,Michael Sawyer,2012-07-28,Ochoaberg,75902,455 Samantha Walks,0,Cash loans,F,N,Y,0,135000.0,1125000.0,32895.0,1125000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.019689,-15997,-4585,-5735.0,-4067,,1,1,0,1,0,0,Core staff,2.0,2,2,FRIDAY,14,0,0,0,0,0,0,Security Ministries,,0.17249750814777715,,0.0825,0.0804,0.9762,0.6736,0.0056,0.0,0.1379,0.1667,0.2083,0.038,0.0672,0.0637,0.0,0.0,0.084,0.0835,0.9762,0.6864,0.0057,0.0,0.1379,0.1667,0.2083,0.0389,0.0735,0.0664,0.0,0.0,0.0833,0.0804,0.9762,0.6779999999999999,0.0057,0.0,0.1379,0.1667,0.2083,0.0387,0.0684,0.0648,0.0,0.0,reg oper account,block of flats,0.0532,"Stone, brick",No,0.0,0.0,0.0,0.0,-3019.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100041,Heather Perry,1951-08-03,Hernandezland,39829,072 Andrew Way,0,Cash loans,F,N,N,0,112500.0,450000.0,44509.5,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.008575,-12158,-1275,-6265.0,-2009,,1,1,1,1,1,0,Sales staff,2.0,2,2,MONDAY,19,0,0,0,0,0,0,Self-employed,,0.6631580756296298,0.6785676886853644,0.0948,0.0792,0.9861,0.8096,,0.0,0.1724,0.1667,,0.0888,,0.0582,,,0.0966,0.0822,0.9861,0.8171,,0.0,0.1724,0.1667,,0.0908,,0.0606,,,0.0958,0.0792,0.9861,0.8121,,0.0,0.1724,0.1667,,0.0903,,0.0592,,,reg oper account,block of flats,0.0749,"Stone, brick",No,0.0,0.0,0.0,0.0,-1285.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100043,Paul Farmer,1997-11-13,Gwendolynfort,08262,1298 Francisco Valley,0,Cash loans,F,N,Y,2,198000.0,641173.5,23157.0,553500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.01885,-17199,-768,-63.0,-735,,1,1,1,1,1,0,Private service staff,4.0,2,2,THURSDAY,13,0,0,0,0,0,0,Other,0.8427634659543568,0.6816988025574287,0.7544061731797895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2411.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
100044,Alejandra Andrade,1910-08-08,Townsendburgh,08595,684 Knox Lodge,0,Cash loans,M,N,Y,0,121500.0,454500.0,15151.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-21077,-1288,-5474.0,-4270,,1,1,0,1,1,0,Drivers,2.0,2,2,FRIDAY,10,0,0,0,0,1,1,Transport: type 4,0.8045861213121414,0.7197985370372056,0.722392890081304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1541.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
100045,April Woods,1981-09-28,Port Meredith,89987,2355 Nancy Crossroad Suite 138,0,Cash loans,F,N,Y,0,99000.0,247275.0,17338.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.006207,-23920,365243,-9817.0,-4969,,1,0,0,1,1,0,,2.0,2,2,FRIDAY,11,0,0,0,0,0,0,XNA,,0.6507647995068742,0.7517237147741489,,,0.9851,,,0.04,0.0345,0.3333,,0.0566,,0.0922,,,,,0.9851,,,0.0403,0.0345,0.3333,,0.0579,,0.096,,,,,0.9851,,,0.04,0.0345,0.3333,,0.0576,,0.0938,,,,block of flats,0.0786,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100046,Terry Sparks,1990-06-25,Christophertown,25051,63431 Anthony Mount,0,Revolving loans,M,Y,Y,0,180000.0,540000.0,27000.0,540000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.025164,-16126,-1761,-8236.0,-4292,3.0,1,1,0,1,0,0,Managers,2.0,2,2,TUESDAY,8,0,0,0,0,0,0,Business Entity Type 3,,0.7380532835697358,0.6058362647264226,0.0814,0.0994,0.9831,0.7688,0.0142,0.0,0.2069,0.1667,0.2083,0.1404,0.0656,0.0771,0.0039,0.0227,0.083,0.1032,0.9831,0.7779,0.0143,0.0,0.2069,0.1667,0.2083,0.1436,0.0716,0.0804,0.0039,0.0241,0.0822,0.0994,0.9831,0.7719,0.0143,0.0,0.2069,0.1667,0.2083,0.1429,0.0667,0.0785,0.0039,0.0232,org spec account,block of flats,0.0734,"Stone, brick",No,1.0,0.0,1.0,0.0,-540.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
100047,Robert Bell,1973-11-14,East Benjamin,49450,24760 Jared Place Apt. 275,1,Cash loans,M,N,Y,0,202500.0,1193580.0,35028.0,855000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-17482,-1262,-1182.0,-1029,,1,1,0,1,0,0,Laborers,2.0,2,2,TUESDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.30684058604830505,0.3201633668633456,0.1309,0.125,0.996,0.9456,0.0822,0.16,0.1379,0.25,0.2917,0.0142,0.1059,0.1267,0.0039,0.0078,0.1334,0.1297,0.996,0.9477,0.083,0.1611,0.1379,0.25,0.2917,0.0145,0.1157,0.132,0.0039,0.0082,0.1322,0.125,0.996,0.9463,0.0827,0.16,0.1379,0.25,0.2917,0.0144,0.1077,0.129,0.0039,0.0079,org spec account,block of flats,0.1463,"Stone, brick",No,0.0,0.0,0.0,0.0,-1075.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,4.0
100048,John Bailey,2016-07-16,Shannonport,37998,6284 Baker Wells Suite 417,0,Cash loans,F,N,Y,0,202500.0,604152.0,29196.0,540000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009175,-16971,-475,-3148.0,-513,,1,1,0,1,1,0,Laborers,2.0,2,2,MONDAY,12,0,1,1,0,1,1,Industry: type 1,,0.03731523556121631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-458.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
100049,Rebecca Byrd,2011-12-07,Jacksonport,44486,453 Fields Station Suite 987,1,Cash loans,F,N,N,0,135000.0,288873.0,16258.5,238500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.007305,-13384,-3597,-45.0,-4409,,1,1,1,1,1,0,Sales staff,2.0,3,3,THURSDAY,11,0,0,0,0,0,0,Self-employed,0.4682080567974757,0.6742032101473874,0.3996756156233169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1480.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100050,Kristy Peterson,2017-09-27,Theodoreside,25448,98538 Conley Manors,0,Cash loans,F,N,Y,0,108000.0,746280.0,42970.5,675000.0,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,0.010966,-23548,365243,-5745.0,-4576,,1,0,0,1,0,0,,1.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,XNA,,0.7661378050275851,0.6848276586890367,0.2186,0.1232,0.9851,0.7959999999999999,0.0528,0.24,0.2069,0.3333,0.375,0.1154,0.1774,0.2113,0.0039,0.0051,0.2227,0.1279,0.9851,0.804,0.0533,0.2417,0.2069,0.3333,0.375,0.1181,0.1938,0.2202,0.0039,0.0054,0.2207,0.1232,0.9851,0.7987,0.0531,0.24,0.2069,0.3333,0.375,0.1175,0.1804,0.2151,0.0039,0.0052,reg oper spec account,block of flats,0.1903,Panel,No,0.0,0.0,0.0,0.0,-491.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
100051,Donna Moore,1973-01-11,Watsonside,77722,346 Jason Road,0,Cash loans,M,N,Y,0,202500.0,661702.5,48280.5,598500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.007114,-9827,-758,-4166.0,-2380,,1,1,1,1,0,0,,2.0,2,2,WEDNESDAY,12,0,0,0,0,1,1,Business Entity Type 3,,0.6315186311742824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-556.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100052,Brian Barnett,1950-12-28,Longland,44197,26820 James Freeway,0,Revolving loans,F,N,Y,1,90000.0,180000.0,9000.0,180000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.009334,-7974,-895,-6591.0,-642,,1,1,1,1,0,0,Sales staff,3.0,2,2,MONDAY,10,0,0,0,0,0,0,Self-employed,,0.535542260363498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-462.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100053,Danielle Skinner,1909-10-25,East Tiffanyview,75030,68795 Taylor Brook Suite 384,0,Cash loans,F,N,Y,0,202500.0,305221.5,17649.0,252000.0,Family,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.019689,-20373,365243,-7760.0,-1993,,1,0,0,1,0,0,,1.0,2,2,MONDAY,8,0,0,0,0,0,0,XNA,,0.24766471733561626,0.475849908720221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-649.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0
100054,Riley Marsh,2002-07-05,Michaelmouth,03288,27797 Margaret Stream,0,Cash loans,F,N,Y,0,99000.0,260640.0,26838.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,-20121,-5332,-9197.0,-3283,,1,1,1,1,1,0,Medicine staff,2.0,2,2,WEDNESDAY,16,0,0,0,0,1,1,Business Entity Type 3,,0.08924065344241718,0.7281412993111438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-1247.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100055,Leonard Johnson,1993-07-21,West Rebecca,10025,1799 Nicholas Creek,0,Cash loans,F,N,N,0,130500.0,1350000.0,37255.5,1350000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.020713,-19727,-4411,-6225.0,-3199,,1,1,1,1,1,0,Managers,2.0,3,3,THURSDAY,10,0,0,0,0,0,0,Government,0.7104273289168539,0.5891866296961207,0.4668640059537032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-784.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100056,Anthony Keller,1992-07-10,Petersonville,62028,70423 Davidson Fort,0,Cash loans,M,Y,Y,0,360000.0,1506816.0,49927.5,1350000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-18264,-9523,-5504.0,-1797,3.0,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,10,0,0,0,0,1,1,Transport: type 2,,0.5239340474953537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-1498.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100058,Chelsea Rogers,1981-06-03,Alexisstad,52313,57239 Bailey Mountains,0,Revolving loans,F,N,Y,0,54000.0,135000.0,6750.0,135000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.014519999999999996,-12406,-1176,-1149.0,-2576,,1,1,0,0,0,0,Core staff,2.0,2,2,THURSDAY,9,0,0,0,0,0,0,School,0.6562248044601879,0.4508497225560816,0.4794489811780563,0.0664,0.0442,0.998,,,0.08,0.0552,0.4083,0.45,0.0085,,0.0651,,0.016,0.0441,0.0306,0.998,,,0.0806,0.069,0.375,0.4167,0.0078,,0.0487,,0.0168,0.0822,0.0408,0.998,,,0.08,0.069,0.375,0.4167,0.0087,,0.0747,,0.0163,,block of flats,0.0403,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100059,Sabrina Rivers,1934-04-02,Lake Madison,21690,23650 Wilson Creek,0,Cash loans,M,Y,Y,1,540000.0,675000.0,34596.0,675000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.026392,-18632,-6977,-3904.0,-1937,7.0,1,1,0,1,1,0,Managers,3.0,2,2,TUESDAY,10,0,0,0,0,0,0,Services,0.3115099249880457,0.7133545848531052,0.3092753558842053,0.5309,0.2491,0.9811,0.7416,,0.88,0.3793,0.4583,0.0,0.3977,,0.5878,,0.0487,0.541,0.2585,0.9811,0.7517,,0.8862,0.3793,0.4583,0.0,0.4067,,0.6124,,0.0516,0.5361,0.2491,0.9811,0.7451,,0.88,0.3793,0.4583,0.0,0.4046,,0.5983,,0.0498,,block of flats,0.5149,Panel,No,2.0,0.0,2.0,0.0,-1285.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,3.0
100060,Wesley Schmidt,1997-12-08,West Sabrinastad,56893,9342 Brandon Route Suite 613,0,Cash loans,M,Y,N,0,76500.0,454500.0,14661.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-12282,-778,-1824.0,-1992,13.0,1,1,1,1,0,0,,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,Emergency,0.24456163253546154,0.705947456699447,0.7992967832109371,0.0227,,0.9806,,,,0.1034,0.0417,,,,0.0114,,0.0226,0.0231,,0.9806,,,,0.1034,0.0417,,,,0.0119,,0.0239,0.0229,,0.9806,,,,0.1034,0.0417,,,,0.0116,,0.023,,block of flats,0.0139,"Stone, brick",No,4.0,0.0,4.0,0.0,-466.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
100061,Ashley Nixon,1987-08-29,West Crystalshire,90269,5099 Kim Ways,0,Cash loans,F,N,Y,2,225000.0,314055.0,16164.0,238500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.006629,-10473,-1392,-2025.0,-1240,,1,1,0,1,0,0,Core staff,4.0,2,2,THURSDAY,3,0,0,0,1,1,0,Self-employed,0.18959579955018274,0.7029791046049891,0.7016957740576931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-570.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
